item_id,n_interactions,release_year
398960,35,2015
438480,59,2016
508180,29,2016
317020,102,2001
202690,36,2012
421880,37,2015
247770,10,
371570,83,2015
217290,47,2010
416680,47,
519140,113,
13700,35,
10530,118,
24760,6,
27220,16,
99890,145,
288120,27,2014
298030,185,1997
330390,71,2015
362090,60,2015
204840,85,2012
234530,375,
447500,88,
269290,69,2014
280720,28,2014
350640,10,2016
387370,38,2016
352720,15,
401690,17,2016
405310,140,2016
495580,6,2017
423580,66,2016
262940,125,2014
287860,106,2011
312960,128,
345130,138,2015
363440,136,2015
307770,41,2007
307990,79,2013
288060,63,2014
323780,35,2014
404820,23,2016
346830,99,2015
260250,224,2014
288930,51,2015
331220,85,2014
363980,16,2015
364390,11,2016
435120,30,2016
331390,35,2014
321830,42,2014
323220,100,2014
443450,6,2016
307270,70,2012
318330,24,2014
332360,272,2014
392020,31,2015
214310,57,
362410,74,2015
240460,198,
259720,64,2009
293920,19,2011
291030,49,2011
372690,24,2016
330770,9,
389510,17,2016
406290,32,2016
200130,126,2011
99410,151,2012
278570,302,2015
284750,85,2011
284770,145,2013
286200,177,2014
300760,39,2015
339000,50,2014
339590,40,2017
339860,49,2015
325160,15,2014
353940,25,2015
354560,27,2015
362660,108,2013
366410,15,2015
368710,35,2015
369100,51,2015
372970,10,2015
374930,10,
389400,48,2013
390570,73,2015
399130,10,
402220,34,2017
403510,56,2015
405530,21,2016
406090,102,2018
406310,59,2016
407300,92,2015
409380,63,2015
410130,44,2008
412380,36,1994
236010,23,2016
425150,8,2016
427930,41,2016
444430,24,2016
446380,28,2016
446430,10,2016
448470,53,2016
449440,52,2016
451000,62,2016
454160,23,
454970,29,2016
455940,55,2016
463180,80,2016
466580,14,2016
467310,25,2016
470450,21,2016
470760,19,2016
503420,17,2017
511160,8,2016
284390,107,2014
402330,46,2017
493650,15,2016
426330,33,2015
498330,40,2015
314380,26,2014
366220,51,2015
379210,19,2016
203850,96,
254650,39,
244410,55,2014
4870,107,2002
115220,129,2003
276770,27,
442110,78,
272230,43,
396480,44,2016
248730,60,2013
260570,87,2014
235760,21,
224040,38,2014
277110,84,2014
263120,94,2014
269050,338,2014
297760,67,2014
302750,36,2014
330460,28,2014
367090,14,2015
414920,25,2015
244910,28,2015
466500,59,2016
208460,65,2012
465520,39,2016
269690,26,2015
281280,63,2004
396360,35,2015
292260,104,2001
292280,107,1998
292300,108,2000
1610,142,2006
3810,149,2003
3820,139,2005
3800,89,2005
4900,10,2006
6600,130,2007
8040,22,
6270,119,
8060,25,
12310,58,2007
10460,86,2008
9730,58,2006
15270,32,2005
16500,9,2008
16110,24,2007
16130,36,2005
16180,32,2008
15140,9,
15160,17,2007
17600,6,
12340,74,2008
7250,5,
21300,41,2008
19810,6,2002
15350,4,2007
12390,44,2008
20700,44,2003
21750,5,
23200,88,
18600,24,2007
21780,75,2007
23460,84,2009
26300,5,2009
10650,45,
27200,29,2008
32000,9,2009
12630,12,2008
32900,152,2009
12470,134,2004
12440,64,2007
12450,51,2009
34500,56,2009
32610,18,2009
32620,26,1998
32630,25,1999
32640,24,2000
32650,22,2002
32660,19,2005
32670,49,2003
32680,42,2004
32690,16,
32700,12,
32710,18,1999
32720,20,1998
32730,21,1999
32740,19,1998
32750,23,2001
32760,27,2000
6090,34,2003
36240,1,2009
36130,1,2009
36140,1,
36150,3,2009
36160,3,
36170,3,
36180,2,2009
36190,2,
36200,2,
36210,8,2009
36270,1,2009
36280,1,
36290,1,
36900,3,2009
21730,10,
33550,23,2009
33260,17,
39300,2,
39330,2,
39360,2,
39370,2,
39310,3,
39320,3,
39350,3,
39380,3,
32770,8,2009
39710,2,
24500,37,
32410,40,2009
25500,176,2009
34820,215,2009
34810,71,2009
40340,17,2009
34630,5,2003
34640,5,2005
34650,5,
27050,23,2009
41400,13,2009
27300,46,
33620,68,2009
38080,11,2007
38090,10,2008
38100,10,2009
38110,11,2009
38230,104,2010
47520,5,2010
47500,7,2010
38130,17,2008
38140,17,2009
38150,11,2009
38160,11,2010
44100,116,2010
38170,4,2007
38180,3,2007
38190,3,2009
12430,48,2009
23130,7,
23140,8,
23150,13,2010
7340,2,2008
50990,3,
46720,32,2008
19080,6,2010
19030,23,2010
19090,12,
47110,4,2007
47120,2,2009
47130,5,2008
61000,69,
48150,5,2010
27330,38,2010
24650,112,2010
38240,11,
46600,71,2010
24640,105,2010
40350,32,2010
9960,18,2010
70500,93,2010
70200,37,2010
41660,12,2010
72900,83,2010
65710,61,2009
33980,70,2010
33990,54,2010
23600,121,2007
72500,39,2010
90400,74,2010
33250,15,
33350,10,
65200,13,2010
90800,15,
33390,20,2011
51060,9,2011
99200,10,2011
6420,138,2004
9990,69,
50400,4,
99120,13,2011
99100,97,2011
41680,4,2011
61220,30,
63110,69,2010
25600,85,2007
25620,122,2010
46200,43,2010
46230,39,
73220,91,2011
42220,9,2011
109200,21,2011
110500,139,2011
200230,205,2011
201020,74,
10230,21,2009
110610,91,2011
10250,26,2009
10260,24,2010
110400,198,2011
202670,9,2011
110630,86,2012
203990,140,2011
201330,2,
202570,3,
204510,11,
204390,78,2012
11500,122,
3310,90,2006
3330,123,2006
3340,72,2006
3350,95,2006
3360,72,2006
3380,76,2006
3400,72,2006
3410,101,2006
3420,68,2006
3430,72,2006
3440,74,2006
3450,76,2006
3460,68,2006
3470,107,
3490,65,2007
3500,68,2007
3510,65,2007
3520,70,2008
3530,63,2008
3560,84,2008
3570,63,2009
3580,63,2008
3610,54,2009
19320,31,2012
4460,39,2008
11060,13,
11120,13,
11170,74,
50820,93,2010
205690,131,2012
22490,112,
207710,39,2012
15200,100,2007
15240,64,2008
200050,172,2012
202370,26,2012
210350,9,
12260,5,
210430,2,
210410,4,
204760,38,2012
208710,45,2012
12550,8,
35800,133,2008
32150,30,2009
206020,188,2012
206040,187,2012
206060,193,2012
211010,134,2012
46700,97,2009
46710,95,2009
46760,91,2011
46830,95,2011
46840,89,2011
63600,146,1993
63620,103,
63630,103,
63640,103,
63650,114,2004
63660,155,2011
208110,73,2012
210390,57,
111000,12,2011
111010,13,2011
46320,87,
46270,124,2010
46380,174,2010
31800,20,2006
31810,18,2005
31820,24,2003
31830,27,2004
31840,17,2003
31850,20,2002
31860,21,2007
31870,16,2008
31880,18,2005
31900,19,2006
31910,20,2009
31930,21,2007
31980,20,2009
42200,17,2009
42210,19,2010
42230,20,2010
43600,19,2010
200080,24,2010
214270,23,
214400,4,
213350,23,2012
211070,4,2012
219070,106,2012
65080,119,2011
215770,97,2012
214570,161,2012
207670,81,2012
27800,51,2009
204580,22,2012
216610,5,
216210,13,2012
205250,47,
222160,97,2012
33750,77,
217270,102,2012
214130,49,2012
214210,3,
206230,5,2012
212110,166,2012
200490,57,2012
217080,94,
223330,8,
18480,98,2008
46280,131,2010
17140,68,2008
205330,115,
227900,8,2013
38200,7,
218700,53,2013
229600,80,2013
230760,34,2013
226780,33,2013
229970,81,2013
3710,221,2005
96900,108,2013
221430,32,
230350,21,
234100,4,2013
60700,48,2010
224340,22,
238710,22,
219800,30,
243140,33,
243180,23,
243280,122,2013
243320,83,
236490,16,2013
240600,75,2013
231020,64,2013
234980,63,
403200,63,2015
244690,141,2013
40500,182,2009
207241,9,
246360,81,2013
225180,61,
246800,59,2014
246880,16,2014
248290,102,2013
248970,145,2013
250200,7,
250520,120,2015
250640,86,2014
250660,87,2013
250870,26,
251370,120,2012
251390,32,2012
251510,31,2014
251710,144,2013
252550,79,2014
253770,94,2012
24410,38,2009
42810,52,2009
42850,112,2010
200350,142,
254880,34,2002
255260,11,2014
245010,22,1998
243060,27,1999
236530,21,
234060,33,
256050,66,2013
245730,23,2013
257080,73,
241790,15,
257260,21,1994
257770,48,2013
257870,38,2014
240660,31,2013
259190,39,2013
232670,2,
259490,99,2013
259640,52,2014
259740,196,2012
259810,62,2014
259830,95,2013
259910,24,2013
260510,53,2013
261490,75,2015
261600,19,2014
261680,46,2014
261740,37,2014
262080,36,2014
262470,72,2014
262770,111,2014
262850,43,2014
262920,49,2014
262980,63,2014
263040,11,2014
263100,143,2013
263140,166,2013
263260,22,
263480,61,2014
263680,84,2014
263800,4,2013
263940,14,1990
264000,48,2015
264080,80,1998
346610,89,2016
264320,86,2014
264340,121,2014
264460,40,2014
264580,76,
65400,68,2010
250240,31,
265400,45,
324090,45,2017
265970,19,2015
449300,23,2016
265990,56,2014
266050,123,2014
266550,114,
266980,14,1993
267730,30,2014
268260,12,2014
268340,9,2015
268360,83,2016
268520,54,2014
269010,55,2009
269530,14,2014
269810,84,2014
269990,74,2015
270490,146,2014
270590,32,2014
271370,37,2004
271550,109,2013
271990,25,2015
272010,251,2014
272300,3,2014
272670,76,
273030,8,2014
273240,40,2014
261350,57,2014
27020,60,2008
252270,173,2013
273730,20,
273740,19,2014
273790,34,
273800,2,2016
273830,28,2014
273850,36,2014
273860,30,2014
274130,15,2014
274880,83,2014
275060,22,2015
244430,124,2014
275310,8,2012
275330,13,2014
275350,32,2010
275810,17,2014
276440,45,2014
277540,36,2014
277560,39,2014
277630,53,2014
278550,4,2015
279280,2,2007
279460,5,2014
279480,24,2014
279500,42,2014
279520,45,2014
279540,68,2014
279560,78,2014
279920,37,
280380,9,2014
280560,117,2014
280640,84,2014
280830,32,2014
280890,14,2014
281060,63,2013
281220,160,2014
281240,28,2012
281260,47,2006
281560,24,2008
281580,15,2006
281750,89,2014
281820,88,2011
281840,29,2014
281920,48,2014
282500,12,
209340,58,
282620,47,2015
282680,30,2014
282960,4,2014
283450,40,2011
283470,14,2011
283490,45,2011
235700,5,
247930,5,
284180,20,2014
284200,93,2014
284220,52,2015
284580,14,2014
284710,128,2012
284730,102,2012
284870,127,2013
284890,122,2013
284910,25,2015
284970,98,2014
284990,54,2015
285030,53,
285070,27,2016
285090,51,2014
285130,95,2014
277270,91,2014
285350,46,2008
285400,9,
285480,74,2003
285500,57,2005
285670,9,2014
286460,67,2011
286480,69,2011
286660,68,2014
286730,46,2000
286770,64,2004
286810,51,2006
286830,44,2007
287070,33,2010
287140,50,2015
218860,4,
287740,37,2014
287780,12,2014
288000,2,2015
288370,95,2014
288610,9,2014
288690,18,2009
288750,38,2010
288790,14,2014
288840,27,2014
289050,34,2014
289180,54,2007
289200,52,2007
289220,22,2006
289240,30,2006
289260,28,2014
289280,71,2006
289320,37,2000
289340,51,2007
289360,58,2004
289380,45,2010
289420,48,2009
289440,58,2004
289460,36,2003
289480,49,2009
289500,96,2005
289800,112,2014
289820,104,2001
289840,100,2014
289890,69,2007
289910,19,
290040,107,2014
290380,59,2014
290410,10,
290440,41,2014
290710,75,
290750,2,
290990,40,2010
291070,81,2014
291130,161,2014
291190,34,2014
291390,32,2014
291430,41,2014
291450,94,2014
291610,48,2014
276220,22,2014
276240,15,2014
276300,13,2014
276360,16,2014
276380,14,2014
276430,17,2014
292350,64,2014
292570,170,2014
292660,27,2014
292680,6,
292760,38,2013
292880,29,2014
293200,77,2014
293300,93,
431290,95,2016
293340,13,2012
293440,44,2014
293460,15,2015
293720,73,2014
293880,77,2014
293960,14,2014
294040,72,2015
294140,185,2014
294190,35,2015
288570,7,
294280,14,2014
294390,27,2010
264520,45,2014
295250,58,2014
295610,43,2014
295730,100,2014
295810,18,
296180,120,2002
292820,95,2003
292840,106,1999
292860,100,1998
317030,81,1993
363050,74,1995
363060,74,1995
363070,74,1995
376760,64,2015
376770,65,2015
296530,97,2014
296590,30,2014
296850,34,2006
296950,47,
283100,36,2014
297070,47,2015
297090,37,
297330,35,2014
297410,38,2014
297570,29,2002
297620,31,2003
297720,26,2015
297920,90,2015
298020,26,2008
298820,44,2014
298830,29,2014
298840,28,2014
298850,38,2014
298890,13,2014
298930,74,2009
298950,42,2010
299100,13,2014
299150,36,2010
299160,36,2007
299170,23,2014
299500,113,2013
299800,28,2016
299820,43,2014
299840,68,2013
299890,35,
299910,44,2016
300200,22,
300320,78,2014
300510,36,2014
300840,11,2014
300900,36,2014
300910,26,2014
301050,51,2015
301150,34,2013
301250,5,2014
256010,36,2014
283270,89,1994
301360,71,2014
301540,112,2014
301730,18,2013
287720,126,2014
302160,114,2004
302440,25,2014
302470,22,2003
302490,20,2013
302570,30,2014
302690,118,2014
302810,20,2018
302870,9,2014
302910,15,2014
302950,46,2008
303410,71,2014
303680,38,2009
303690,101,2014
303710,14,2014
303720,2,
303820,13,
303830,8,2014
303850,11,
303860,37,2014
303880,28,2014
304150,22,2014
304170,45,2014
304950,17,2015
305010,24,2014
305460,19,2015
305480,43,2009
305660,33,2015
305780,57,2014
305800,26,2012
305820,36,2015
305840,29,2015
305860,16,2014
313320,16,2014
305880,43,2014
303340,67,2014
306200,25,2013
306490,28,2003
306950,57,2014
307010,65,2014
307130,67,2014
307210,47,2015
307340,115,2004
307410,18,2014
307430,35,2016
285440,296,2014
307530,2,
307560,28,2014
307570,40,2014
307600,98,2015
308320,34,2014
308360,32,2012
308380,34,2014
308440,33,2015
308460,117,2014
308520,19,2015
310760,15,
310830,1,2014
310990,13,2014
311060,16,2006
311100,23,2004
311170,38,2014
311490,21,2015
311680,50,2011
311910,28,2014
311980,35,2014
312050,50,2014
312220,49,2014
312230,36,2015
312270,20,
312310,25,2014
262240,69,2014
312720,57,2014
313190,21,2007
313200,7,
313210,38,2007
313330,22,2011
313360,75,2014
296210,34,2006
313470,28,2014
313650,112,2011
314030,112,
313830,46,2014
314120,23,2014
314150,66,2015
314200,53,2009
314210,43,2014
314290,35,2014
314300,29,2014
314370,27,2016
314460,33,2014
314470,20,2014
275510,71,2014
314570,47,2014
314710,81,2016
314850,7,2014
315060,51,2015
315070,91,2014
315450,20,
315480,22,2014
315610,12,2014
295850,57,2014
315670,34,2014
315680,10,2015
315740,34,2008
315940,57,2014
313590,62,2014
316140,38,2014
316700,21,2014
316740,30,2014
316950,57,2014
316970,29,2014
317840,21,2014
317920,31,2015
317950,16,2014
317970,24,2009
318260,18,2015
318480,36,2015
318560,8,2015
318660,9,2010
318690,30,2014
252970,22,
319210,27,2014
281130,10,
319300,33,2014
319320,103,2013
343820,77,2015
319410,4,
249190,81,2014
319750,21,
320110,42,2014
320120,19,2014
320310,31,
320320,78,1999
320410,5,2014
317290,45,2013
320630,27,2007
320650,22,2008
320670,20,2010
320690,20,2011
320790,47,2014
320890,9,
320970,17,2014
321080,11,2014
321310,2,2014
314340,35,2014
321490,8,2014
264400,8,2014
308180,8,2014
321600,29,2014
321610,42,2011
321710,5,2006
291960,11,2014
321860,12,
267220,10,2014
322030,8,2015
299660,48,2014
298300,1,2014
322080,32,2015
322410,33,2014
322540,20,2015
322580,45,2014
322970,54,2015
322980,82,2013
322990,40,2014
323250,16,
323260,3,2011
323270,9,
323280,28,2012
323460,59,2015
323680,38,
324110,44,2011
254130,35,
324270,6,2015
324390,20,2015
324400,43,2015
324420,91,2014
324610,89,2014
324650,34,2016
324730,23,2015
324770,57,2007
324830,73,2014
325110,48,2012
325180,250,2014
325520,29,2015
325860,28,2014
325880,52,2015
326130,60,2014
326230,62,2014
326420,14,
326630,42,2014
326650,38,2015
326730,161,2014
326950,161,
301830,12,2012
318740,11,2009
322130,12,2007
327210,47,
327260,69,2014
327380,73,1987
327390,72,1990
327400,67,1994
256390,29,2014
327650,85,2012
327910,38,1997
327920,53,1993
327940,47,1994
328100,69,2014
322930,4,2014
328310,20,2014
328430,48,1992
328440,18,1996
328470,69,1999
328640,7,2014
328670,5,2013
328680,27,2014
328740,29,2014
328780,28,2014
328870,16,2014
328890,31,2013
328930,20,1994
286220,76,2014
329480,21,2014
329620,36,1995
329630,59,1990
329640,67,1996
329670,42,1990
329690,30,2014
329980,2,2015
330470,59,2014
330520,14,2014
330680,33,2014
330990,66,2014
331400,49,2014
331570,34,2015
331610,28,2014
331660,43,
331760,60,2015
332760,9,
332790,87,
332830,28,2014
333120,69,2014
333260,6,2014
333330,53,2015
333380,23,2014
333530,26,
333730,17,2015
333860,66,
333870,63,2014
333540,54,2014
333970,78,2015
334190,44,2014
334270,15,2014
334710,32,2014
334930,14,
335010,24,2015
335080,145,
335100,59,2014
335320,79,2005
335450,57,2015
335460,64,2015
335550,28,2015
335570,12,2014
335690,58,2011
335700,13,2016
335840,201,2015
335890,31,2014
335920,17,2015
335940,6,2015
336010,13,2014
336090,53,2014
336200,106,2015
336230,43,2015
336250,39,2015
336300,31,2017
336380,62,2014
336630,21,
336710,43,2015
336760,15,2014
311730,110,2015
336930,29,2014
337040,78,2014
337450,50,2014
337720,5,2016
337730,9,2015
332780,42,2014
337940,75,2011
337960,17,2015
338120,15,2015
338140,53,2009
338190,76,2015
338420,73,2015
338590,22,2015
338800,88,2015
339130,57,2015
222180,25,2015
339320,14,2015
339430,16,
339500,8,2013
339560,25,2015
339690,32,2015
339700,29,2015
339820,18,2018
340030,20,2016
340110,57,
340120,52,2015
340130,27,2015
333760,61,2015
340220,83,2014
340290,14,2015
340330,26,2015
340360,52,2015
340440,17,2015
340470,47,2015
340630,71,2015
340830,71,2015
340920,41,2014
340950,31,2015
341010,10,2015
341060,52,2015
341160,54,2014
341260,45,2015
341360,4,2015
341380,14,2014
341390,56,2005
341470,45,2015
341540,74,2015
341680,35,2015
341700,22,2015
340820,30,
340750,17,2015
341910,9,2015
342130,17,2016
342280,30,2015
342350,40,2015
342500,23,2015
342510,29,2013
342540,2,2015
342860,29,2015
342870,17,2015
342920,12,2015
343090,78,2015
343410,16,2015
343560,62,2015
343570,8,2015
343770,48,2015
343840,77,2015
344100,10,2015
344130,28,
344190,162,2015
344260,35,2015
344270,25,2015
344440,45,2011
344480,30,2015
344500,58,2015
344800,32,2015
344810,21,2015
344860,60,2015
344880,75,2015
345280,15,2015
345290,22,2015
345300,18,2015
345310,21,2015
342240,58,2015
345540,22,2015
345700,59,2016
345710,28,2015
345750,34,2015
337670,18,2015
346060,2,2008
346080,44,2015
346150,4,2015
346200,35,2015
346210,48,2015
346240,6,2015
346340,12,2015
343810,50,2015
343830,37,2015
346400,58,
346430,4,2015
346440,31,2015
342020,50,2015
346490,6,2015
346630,44,2015
346650,18,2015
346770,38,2015
346920,35,2015
347030,45,2012
347040,65,2015
347410,37,
347520,30,
347610,45,2014
347730,11,2015
279940,56,2015
347820,8,
347930,24,
348000,6,2015
347790,15,2015
348340,48,2015
348430,27,2015
348440,28,2015
348530,66,2009
348540,92,2015
348730,42,2015
348650,21,2015
348870,24,2015
342090,53,2015
348960,56,2015
348980,6,2012
349060,33,2015
349100,38,2003
349250,7,2016
349280,13,2015
349440,58,2015
349450,16,2015
349460,28,2015
349650,54,2013
349690,11,2015
349750,15,
349780,20,2015
349950,57,2014
350330,14,2012
350510,47,2015
350530,19,2015
350620,34,2015
350630,40,2015
351410,31,2012
351450,51,2015
351730,57,2016
351810,9,1997
352030,25,2015
352120,13,2004
347440,51,2015
352750,17,2014
352960,15,2015
353070,46,2015
353110,31,2015
353300,21,2015
353550,21,2015
353600,31,2015
353610,35,2015
353790,8,2015
354030,28,2015
350810,99,2015
351480,46,2011
348290,38,2014
350220,12,2015
354620,30,2012
354680,50,2015
354690,7,2008
354720,13,2009
354730,16,2015
354770,8,2015
354820,20,2015
354870,93,
354910,22,
354930,32,2015
354950,42,2012
355020,14,2015
355080,12,2015
355100,27,
355270,60,2014
355300,11,2015
355430,56,2015
355500,80,2015
355510,22,2016
355410,54,2014
355650,48,2013
355760,35,2015
355810,26,2015
355980,22,2015
356160,20,2015
356260,40,2005
356280,18,2005
356430,36,2004
356510,35,2015
356540,32,2012
356580,44,2015
356730,10,2015
356870,11,2016
357120,27,2016
357370,60,2015
357600,87,2015
357720,44,2015
357840,13,
358000,15,2015
358080,43,2016
358610,39,2015
358810,29,2015
356270,40,2005
356290,33,2005
338530,57,2015
359060,19,2015
359140,31,
359160,16,2015
359220,78,2006
359250,40,2015
359260,21,2015
357910,23,2015
359300,2,2015
359560,39,2015
360010,229,2015
347270,23,1990
347230,17,1994
347240,30,1992
347250,22,1988
360520,70,2015
360580,28,2015
360610,19,
360720,12,2015
360950,66,
361200,20,2015
361380,57,2005
361560,19,2015
361600,27,2015
361620,46,2015
361660,5,
361890,15,2009
362130,15,2015
362140,14,2015
362290,26,2015
362790,7,2015
362830,22,2015
362920,27,2000
363180,11,2015
363240,41,2015
363330,91,2015
363410,52,2015
363670,30,2015
363900,7,2015
363920,29,2015
364060,39,2015
364130,15,2015
364190,27,2015
364240,16,2015
364350,36,2014
356170,9,2015
364450,75,2015
364710,36,2015
364770,29,2014
364790,9,2015
364890,27,2015
365020,35,2015
365080,17,2015
365090,15,2015
365150,20,2015
365260,20,2015
365310,41,2015
365400,10,2015
365440,5,2016
365480,33,2015
365620,8,2015
365660,184,2015
365680,35,2015
365760,15,2015
365880,17,2015
365930,17,2015
366010,12,2016
366060,32,2015
366350,28,2015
366610,34,2015
366620,14,2016
366860,24,2015
366290,31,2015
367060,24,2015
364900,39,2015
367240,36,2015
367340,7,2016
367350,17,2015
367430,17,2015
367700,32,2015
367710,10,2015
367780,56,2015
367800,10,2015
368290,32,2015
368650,79,2015
368690,19,2015
368700,35,2015
368770,43,2015
368780,37,2015
368970,26,2015
368760,43,2015
369060,51,2015
369080,37,2015
369120,10,2015
369130,7,2015
369370,21,2007
369420,39,2015
369560,15,2015
369620,11,
369640,42,2015
285820,67,2015
369860,8,2015
369890,55,2015
370270,32,1993
370590,66,2015
370750,11,2015
370780,16,2015
370920,26,2015
370940,28,2016
371000,48,2015
371210,21,2015
371270,25,2012
371280,8,2015
371310,107,2017
371320,18,2015
371370,26,2015
371400,14,2015
371410,20,2015
371440,105,
371460,29,2015
371550,36,2015
371710,13,2015
371880,54,2016
372150,23,2015
372210,36,2015
372260,20,2015
372490,23,2016
372650,18,
372670,28,2015
372720,13,2015
372830,44,2015
371330,64,2015
372770,15,2015
373080,37,
373140,30,2014
373240,47,2015
373290,30,2015
371600,8,
373730,57,2015
373820,13,2015
373860,25,2015
373870,25,2015
371120,35,2015
374090,24,2007
374120,2,
374240,24,2015
370200,18,2015
374830,29,2015
374950,22,2015
375000,10,2015
375010,85,2015
375020,24,2010
375040,26,2015
371850,25,2013
375120,39,2015
375320,9,2015
375330,45,2015
375430,22,2015
375580,7,2017
375720,20,
375760,49,2015
375770,57,2014
375790,23,2015
375930,30,2015
376310,22,2015
376560,27,2015
375290,30,2015
376730,22,2015
376750,19,1999
376790,41,2015
376880,26,
375550,31,2015
377070,12,1994
377280,5,2015
377500,25,2015
377570,51,2016
377600,74,2015
377660,22,2015
377760,19,2015
378110,28,2015
378270,75,2015
378280,11,2015
378490,28,2016
378510,31,2015
378570,17,2013
378850,57,2015
379320,54,2015
375850,42,2015
379760,8,2015
379990,33,2015
370050,28,2015
380570,15,2015
380580,80,2012
380690,26,2015
380890,106,2015
381010,70,2015
381090,48,2015
381130,15,2015
381140,31,
381170,43,2015
381220,36,2015
381590,23,
381870,47,2015
382070,37,2015
380560,32,2015
382250,29,2015
382260,16,
382350,56,2015
382640,10,2013
382850,118,2015
382920,24,2015
349020,27,2015
373800,22,2015
373810,25,2015
383190,10,2015
383240,16,2015
383530,21,2015
383590,26,2015
383630,20,2015
383670,26,2015
383700,23,2015
383720,32,2015
383750,33,2015
383780,29,2015
383810,31,2015
383950,35,2013
384120,14,2015
384171,7,2015
380140,130,2015
384570,49,2015
384650,4,2015
384680,45,2015
384890,23,2015
384940,20,2016
384990,41,
385020,43,2015
385130,18,2017
385220,22,2015
385310,38,2015
385330,46,2015
385390,20,
385030,17,2016
384950,40,2015
385690,30,2015
385700,20,2015
385880,164,
385960,15,2015
386050,60,2015
386090,33,2015
386110,38,2015
386160,60,2015
386290,22,
386400,32,2015
386540,28,2015
386600,12,2015
386640,58,2015
386700,75,2010
386710,21,2017
386750,27,2016
386870,51,2013
387060,35,2015
387070,44,2015
387110,26,2015
387240,35,2015
386840,28,2015
387400,20,2016
387850,20,2011
387890,20,2015
387930,49,2015
388050,41,2015
388270,27,2014
388440,19,2015
388500,25,2015
388620,61,2014
389160,40,2015
389310,32,2015
387450,81,2015
389680,19,2015
389690,11,2015
389270,44,2015
389740,43,2015
390200,54,2015
390070,4,
390220,15,2000
390460,24,2016
390510,13,2015
390870,50,2015
390880,38,2015
390890,34,2015
391050,18,2015
391100,27,2015
391120,50,2015
391130,28,2015
391160,44,2015
391170,81,2015
391180,50,2015
391240,23,2017
391520,26,2015
391580,52,2015
364850,9,2016
391820,9,2016
391960,30,2015
392100,2,
392730,24,2015
392930,24,2015
355120,33,2015
393150,30,2015
393170,12,2015
393240,17,2015
393390,4,2016
393600,21,2015
391210,23,2015
393970,22,2005
394280,37,2015
394480,35,2008
394720,59,2015
394770,41,2015
394850,52,2015
395140,50,2015
395150,19,2015
395160,19,2015
395250,22,2015
395420,63,2015
395500,22,2016
395910,25,2010
395920,35,2012
396530,18,2015
395380,42,2015
396590,26,2015
396610,23,2014
396730,27,2011
396850,28,2015
397330,11,1994
370170,24,2015
397830,12,2015
398000,16,2015
398070,36,2016
397870,34,2015
398150,16,2016
398160,10,2015
398620,22,2015
398630,22,2015
398890,5,2016
398920,20,2015
398940,18,2015
398970,39,2015
399000,59,2013
399090,14,2014
399040,15,2015
399750,75,
399890,35,2015
399920,39,2015
400230,3,2016
370220,19,2015
399910,22,2015
400410,17,2010
399260,28,
400660,72,2015
400740,47,
400790,42,2012
401120,31,2015
401420,66,2015
401510,10,2016
401550,27,2015
401560,28,2015
401780,9,2015
401840,63,2015
402030,14,2015
402170,20,2015
402210,19,2015
402850,44,2015
402890,199,2015
402980,18,2015
403170,25,
369360,33,2015
403300,28,2015
403670,51,2015
403840,44,
403850,37,2016
404020,30,
404270,17,2015
404290,38,
404690,60,2015
404810,32,2015
404910,12,2015
405040,49,
405050,10,2016
405070,11,2015
405180,57,
405440,22,2016
405860,27,2016
406100,5,2015
406110,67,2016
406120,18,2016
406870,25,2016
406940,51,2016
407020,24,2015
407090,57,
407150,37,2015
407400,10,2012
406930,66,2015
407700,28,2015
407880,4,2016
408060,2,
408110,29,2016
408170,23,2015
404370,31,
407680,90,2015
408750,24,2015
408770,64,2015
408900,6,2016
409170,37,2016
409290,21,2015
409340,8,2016
409490,25,2015
409560,36,2016
409600,25,2015
409630,31,2015
410050,7,2015
410120,43,2006
410430,47,2015
410470,15,2015
410490,13,2015
410540,22,1993
409310,19,
411740,18,2015
412250,26,2018
412270,15,2015
412540,11,2016
412730,42,2015
412860,25,2015
412490,15,2016
413510,40,2015
413600,5,2015
413680,35,2015
413740,23,2015
413760,31,2015
358490,12,2016
414060,11,2015
414370,28,2016
414470,16,2015
414660,34,2015
415080,17,2016
415270,106,2016
412230,11,2015
415670,25,2016
415830,25,2015
415840,46,2016
416030,79,2015
416200,28,2016
416220,6,2015
416260,38,2015
416290,23,2015
416310,56,2013
416320,40,2015
416350,33,2015
416370,28,2015
416720,24,2016
416760,25,2015
416800,23,2015
417060,5,2015
417730,27,
417980,32,2015
418110,83,2015
418160,40,2015
418430,45,2016
418610,25,2016
418960,20,2015
419000,9,2015
419090,29,2015
419590,41,2016
420000,35,2015
420070,22,2015
386280,4,2015
420770,38,2015
420300,6,
420850,19,2016
420900,4,2016
420910,44,2017
421060,73,2016
421140,18,2016
421180,9,2015
421260,41,2015
422210,2,2015
423180,28,2016
423700,27,2016
423750,14,2016
423770,55,2015
423840,60,
423900,28,2016
424000,30,2015
424060,27,2015
424210,7,2015
424780,46,2016
425160,37,2016
425860,15,2015
426010,10,2016
426040,44,2015
426630,57,1993
426970,51,
428110,4,2015
428210,9,2016
428260,7,2015
418280,33,2015
428410,18,2016
428460,18,
428510,26,2015
428530,28,2016
428630,49,
428740,16,2016
428760,33,2015
428870,42,
429020,33,2016
429040,17,2015
429120,20,2016
429160,21,2016
429200,21,2016
429470,163,2015
